EPISODE_NUM	EPISODE_NAME	AUTHOR	START_YEAR	END_YEAR	START_CENTURY	END_CENTURY	MAIN_COUNTRY	MAIN_COUNTRY_ALPHA2	MAIN_CITY	COORD_LAT	COORD_LONG	COORD_ID	URL	DESCRIPTION	TAGS	IMG_URL
101	 Leon Theremin – Was die Anfänge der elektronischen Musik mit Überwachungstechniken zu tun haben	Daniel											https://www.zeitsprung.fm/podcast/zs101/	Der Alltag hat uns wieder. Auf die Jubiläumsepisode folgt in gewohntem Rhythmus die nächste Geschichte. Es geht diesmal um Leon Theremin, den Erfinder des Theremins. Den musikalischen Aspekt streifen wir aber nur, auch wenn das Theremin den Beginn der elektronischen Musik markiert, denn vor allem sprechen wir über das wechselhafte und faszinierende Leben von Theremin. 	elektronische Musik,Instrument,Theremin,Überwachung	
102	 Ein Picknick, das die Welt verändert	Richard	1989	1989	20	20							https://www.zeitsprung.fm/podcast/zs102/	Wir springen diesmal nicht sehr weit in die Vergangenheit zurück. Das Jahr ist 1989, der Ort ist die österreichisch-ungarische Grenze. Mitglieder der ungarischen Opposition planen ein Picknick am Eisernen Vorhang, bei welchem Delegationen der beiden Länder – symbolisch – dabei helfen sollen, den Vorhang abzutragen. Was dann allerdings geschieht, wird dieses Picknick zu einem Katalysator des schlussendlichen Vorhang- und Mauerfalls machen.		
103	 Demoskopie – eine kurze Geschichte der (politischen) Meinungsforschung	Daniel			20	20							https://www.zeitsprung.fm/podcast/zs103/	Wir springen diesmal ins 20. Jahrhundert zurück und beschäftigen uns mit der Geschichte der politischen Umfrage. Gerade in Wahlkampfzeiten ist Meinungsforschung nicht nur besonders gefragt, sondern steht ebenso in der Kritik: Inwiefern verändern Sonntagsfragen Wahlentscheidungen? 	Demoskopie,Meinungsforschung,Umfragen,Wahlen	
104	 Crécy - Chronik eines Versagens	Richard					France, England	Unknown code, FR					https://www.zeitsprung.fm/podcast/zs104/	Wir springen in dieser Episode wieder ins europäische Mittelalter. Genauer an den Anfang eines Konflikts zwischen England und Frankreich, der schlussendlich über 100 Jahre dauern sollte. Fokus der Geschichte ist die erste große kriegerische Auseinandersetzung zwischen Edward III. von England und Philip VI. von Frankreich – die Schlacht von Crécy.	100jähriger Krieg,Crecy,Mittelalter	
105	 Skanderbeg – Ein neuer Alexander und seine Bedeutung für die Geschichte Albaniens	Daniel					Albania	AL					https://www.zeitsprung.fm/podcast/zs105/	Wir springen diesmal ins späte Mittelalter und beschäftigen uns mit der Geschichte Albaniens und vor allem mit der Biographie eines Mannes: Georg Kastriota, besser bekannt als Skanderbeg. Er wächst als Janitschar am Hof des Sultans auf, konvertiert zum Islam und wendet sich dann gegen die Osmanen.	Albanien,Balkan,Osmanisches Reich,Skanderbeg	
106	 Das Darién-Projekt und seine Folgen	Richard			17	17	Panama, England	Unknown code, PA					https://www.zeitsprung.fm/podcast/zs106/	Wir springen in dieser Episode ins späte 17. Jahrhundert und beleuchten eine unrühmliche Episode Schottlands. Mit der Absicht, sich ebenso wie England an der äußerst lukrativen Kolonialisierung durch Europa zu beteiligen, bricht eine Expedition in die neue Welt auf, um dort eine Handelskolonie aufzubauen.	Kolonialismus,Panama,Schottland	
107	 Eine kurze Geschichte der Guillotine	Daniel											https://www.zeitsprung.fm/podcast/zs107/	Wir springen diesmal in die Zeit der Französischen Revolution und beschäftigen uns mit der Frage, wie sich das Strafen zu dieser Zeit veränderte. Denn die Guillotine wird innerhalb kurzer Zeit von einer gefeierten Methode des humanen Tötens zum Symbol einer Schreckensherrschaft. Wir sprechen auch über den Namensgeber, Joseph-Ignace Guillotin, der allerdings gar nicht für die Entwicklung der Guillotine verantwortlich war.	Foucault,Französische Revolution,Guillotin,Guillotine	
108	 Der Paderborner Kaffeelärm	Richard			18	18							https://www.zeitsprung.fm/podcast/zs108/	Wir springen ans Ende des 18. Jahrhunderts. Ort des Geschehens ist Paderborn, und Thema der Geschichte ein damals schon äußerst beliebtes Getränk: der Kaffee! Wir sprechen darüber, was passiert, wenn ein Landesherr – durchaus mit guten Absichten – versucht seinen Untertanen vorzuschreiben, welches Frühstück sie zu sich nehmen dürfen.	Kaffee,Neuzeit,Paderborn	
109	 Der Lotterieaufstand in Albanien	Daniel	1996	1996	20	20	Albania	AL					https://www.zeitsprung.fm/podcast/zs109/	Wir springen in dieser Episode nur wenige Jahre zurück und sprechen über die Folgen des Zusammenbruchs von Pyramidensystemen 1996/97 in Albanien. In der Folge kam es zu Massenprotesten und die Regierung um Präsident Sali Berisha verlor zunehmend die Kontrolle über das Land, das kurzzeitig am Rande eines Bürgerkriegs stand.		
110	 110, 112, 999, etc.	Richard											https://www.zeitsprung.fm/podcast/zs110/	Pünktlich zur 110. Episode beleuchten wir diesmal die Geschichte des Notrufs. Heute selbstverständlich, waren Feuerwehr, Rettung oder Polizei nicht immer so einfach zu erreichen. Damit das Ganze auch in etwas Kontext eingebettet wird, gibt’s anfangs auch noch eine kleine Geschichte der Feuerwehr und Rettung.		
111	 Die Anfänge des Esperanto	Daniel			19	19							https://www.zeitsprung.fm/podcast/zs111/	Wir springen diesmal wieder in die zweite Hälfte des 19. Jahrhunderts und beschäftigen uns mit Plansprachen. Vor allem geht es um die Anfänge des Esperanto und wie die Sprache die ersten Reformkrisen überstand: Ludoviko Lazaro Zamenhof, der Initiator der Sprache, stellte bereits wenige Jahre nach Veröffentlichung von Esperanto Reformen zur Abstimmung. 	Esperanto,Plansprachen	
112	 Adele Spitzeder und die „Dachauer Bank“	Daniel	1870	1870	19	19							https://www.zeitsprung.fm/podcast/zs112/	Wir springen diesmal zurück ins 19. Jahrhundert, der Ort des Verbrechens ist München. Und ja, es geht tatsächlich um ein Verbrechen. Denn um 1870 herum baut die arbeitslose Schauspielerin Adele Spitzeder eine Privatbank auf, die als einer der größten Betrugsfälle Bayerns des 19. Jahrhunderts in die Geschichte eingehen wird.	Bayern,Schneeballsystem	
113	 Die Hep-Hep-Unruhen von 1819	Daniel	1815	1848	19	19							https://www.zeitsprung.fm/podcast/zs113/	Wir springen diesmal in die Zeit kurz nach dem Wiener Kongress: 1819 wird mit den Karlsbader Beschlüssen ein großes staatliches Überwachungspaket verabschiedet, auf das heute noch manchmal Bezug genommen wird, wenn von Metternich 2.0 die Rede ist. Fürst von Metternich war während der Phase der Restauration (vom Wiener Kongress 1815 bis zur Märzrevolution 1848) einer der federführenden Politiker. 	Antisemitismus,Hep-Hep,Karlsbader Beschlüsse	
114	 Gerhard Zucker und sein Raketentraum	Richard			20	20							https://www.zeitsprung.fm/podcast/zs114/	Wir springen zurück in die 30er Jahre des 20. Jahrhunderts. Auf der entlegenen schottischen Insel Scarp wird ein außergewöhnliches Experiment gewagt, in dessen Zentrum ein Mann steht: Gerhard Zucker, deutscher Geschäftsmann und Visionär. Wir sprechen darüber, was gerade ihn auf diese Insel verschlägt und was sich nicht nur er, sondern die britische Regierung von diesem Experiment erwarten.	Raketen,Raketenpost,Scarp,Schottland	
115	 Eine kurze Geschichte der Hanse	Daniel			12	12							https://www.zeitsprung.fm/podcast/zs115/	Wir springen mal wieder etwas weiter zurück: Es geht diesmal um die Geschichte der Hanse, deren Anfänge im 12. Jahrhundert liegen. Wir sprechen darüber, wie die Hanse entstand, wie und warum sie wieder an Bedeutung verlor und warum die britischen Kronjuwelen für einige Jahre in Dortmund waren und Lübeck für Schotten ein besonderer Ort ist.	Bremen,Fernkaufleute,Hamburg,Hanse,Kogge,Lübeck	
116	 Über Basken, Wale und ein Massaker auf Island	Richard	2015	2015	21	21	Iceland	IS					https://www.zeitsprung.fm/podcast/zs116/	Erst im Jahr 2015 wird auf Island ein Gesetz offiziell für ungültig erklärt, das es allen Isländern erlaubt hatte, jeden Basken zu töten, der Fuß auf die Insel setzt.	Basken,Island,Massaker,Wale	
117	 Tunix, Tuwat und die Entstehung des Chaos Computer Clubs	Daniel					Germany	DE					https://www.zeitsprung.fm/podcast/zs117/	Vor 40 Jahre haben Spontis in Berlin zu einer „Reise nach Tunix“ aufgerufen und zu einer Ausreise aus dem „Modell Deutschland“.	34C3,CCC,Deutscher Herbst,RAF,Tunix,Tuwat	
118	 Ein Werwolf in Livland	Richard			17	17							https://www.zeitsprung.fm/podcast/zs118/	In dieser letzten Episode des Jahres springen wir ins späte 17. Jahrhundert. Diesmal in eine Gegend, die wir vorher noch nie besucht haben: das Baltikum. Fokus unserer Geschichte ist der Prozess um den alten Thiess: ein lettischer Leibeigener, dem vorgeworfen wird, ein Werwolf zu sein. Zur Verwirrung der ihn verhörenden Richter, bewegt sich der Prozess aber in eine völlig andere Richtung als erwartet.	Baltikum,Livland,Werwolf	
119	 Die NS-Thingbewegung – Thingstätten und Thingspiele	Daniel	1933	1933	20	20							https://www.zeitsprung.fm/podcast/zs119/	Wir beschäftigen uns dieser Zeitsprung-Episode mit einem gescheiterten NS-Propagandaprojekt: der NS-Thingbewegung. Nach 1933 wurde nicht nur der Bau von 400 Thingstätten geplant, sondern auch der Versuch unternommen, mit dem Thingspiel ein „germanisches“ Theater zu erfinden. 	Thing,Thingbewegung,Thingplätze,Thingstätten,Waldbühne,Würfelspiel	
120	 Die Rückkehr des Martin Guerre	Richard			16	16	France	FR					https://www.zeitsprung.fm/podcast/zs120/	Wir springen in dieser Episode ins 16. Jahrhundert und beleuchten die Geschichte des vielleicht faszinierendsten Gerichtsfalls der Zeit.	Bauern,Frankreich,Frühe Neuzeit	
121	 Leopardenmorde und Leopardenmenschen	Daniel	1850	1950	19	20							https://www.zeitsprung.fm/podcast/zs121/	Wir springen in dieser Episode nach Afrika und beschäftigen uns mit Kolonialgeschichte. Es geht um die Zeit zwischen 1850–1950 und wir sprechen über ein Phänomen, dass die afrikanischen Gesellschaften und die Kolonialregierungen von Ost- bis Westafrika beschäftigt hat und das zu zahlreichen Gerichtsprozessen und Verurteilungen geführt hat: die sog. Leopoardenmorde. Aber wer steckte hinter den Morden und waren es überhaupt Morde? Mit Hilfe einer Expertin zum Thema, Dr. Stephanie Zehnle, versuchen wir uns dem Thema anzunähern.	Afrika,Kolonialgeschichte,Leopardenmenschen,Leopardenmorde	
122	 Die Belagerung von Masada	Richard			1	1							https://www.zeitsprung.fm/podcast/zs122/	Wir springen in dieser Episode ins 1. Jahrhundert n.d.Zw. Ort des Geschehens ist die Provinz Judäa. Die römische Provinz ist instabil und nach einem eigentlich kleinen Steuerprotest, entladen sich die Spannungen in einem Aufstand, der als der Große Jüdische Krieg in die Geschichte eingehen sollte.	Antike,judäa,masada,römisches reich	
123	 Christian Gottlieb Prieber – Aussteiger, Renegade und beinahe vergessener Utopist	Daniel			18	18							https://www.zeitsprung.fm/podcast/zs123/	Wir springen mal wieder in die Frühe Neuzeit, ins 18. Jahrhundert, und sprechen über einen Mann, der seine Heimat in Sachsen und seine Familie verlässt, um in den Kolonien Nordamerikas ein neues Leben zu beginnen. Er schließt sich den Cherokee an und will schließlich seine eigene Sozial-Utopie verwirklichen – bis ihm die britische Kolonialregierung eine Strich durch die Rechnung macht.	Cherokee,Georgia,Kolonie,Nordamerika. Prieber,Priber	
124	 Eine kleine Geschichte des Chinese Restaurant Syndroms	Richard			20	20	China	CN					https://www.zeitsprung.fm/podcast/zs124/	Wir springen in dieser Episode in die 60er Jahre des 20. Jahrhunderts und sprechen über eine kleine Geschichte, die langfristige Folgen haben sollte. Es geht um den Geschmacksverstärker der gemeinhin als Glutamat bekannt ist und warum auch heute noch viele Chinarestaurants damit werben, nichts davon zu verwenden.	Glutamat,MSG	
125	 Republik Fredonia	Daniel	1826	1836	19	19	Mexico	MX					https://www.zeitsprung.fm/podcast/zs125/	Wir beschäftigen uns diesmal mit der Geschichte von Texas und springen in das Jahr 1826. Eine Zeit, in der Texas noch zu Mexiko gehörte und Empresarios die Einwanderung von US-Siedlern organisierten. Einer davon, Haden Edwards, rief in der ältesten Stadt von Texas, Nacogdoches, eine Republik aus. Die Republik Fredonia existierte zwar nur wenige Wochen veränderte aber die mexikanische Einwanderungspolitik. Einige sehen in der Fredonianische Rebellion den Beginn des Texanischen Unabhängigkeitskriegs, der 1836 zur Gründung der Republik Texas führte. 	Cherokee,Fredonian Rebellion,Fredonianische Rebellion,John Dunn Hunter,Nacogdoches,Republik Fredonia,Texas	
126	 Für immer im Eis – die Franklin Expedition	Richard			19	19							https://www.zeitsprung.fm/podcast/zs126/	Wir springen in dieser Episode in die Mitte des 19. Jahrhunderts. Ort des Geschehens ist die kanadische Arktis, Protagonisten sind Sir John Franklin und seine Crew in den Schiffen Erebus und Terror, deren Aufgabe es ist, die seit langem gesuchte Nordwestpassage endlich zum ersten Mal zu durchqueren. Der Grund, warum die Expedition auch heute noch so viele Menschen beschäftigt, wird allerdings nicht in der Durchquerung der Nordwestpassage liegen.	Arktis,Erebus,Expeditionen,Franklin,Terror	
127	 Struensee – Aufstieg und Fall eines Arztes, der (für kurze Zeit) zum dänischen Regenten wurde	Daniel	1760	1760	18	18							https://www.zeitsprung.fm/podcast/zs127/	Ein Zeitsprung wie ein Drehbuch für ein Historiendrama: Ein Armenarzt in Altona, Johann Friedrich Struensee, wird Ende der 1760er Jahre zum Vertrauten des dänischen Königs, Christian VII., und steigt innerhalb kurzer Zeit zum Regenten auf. Er versucht die absolutistische Monarchie im Sinne der Aufklärung umzukrempeln, hat eine Affäre mit der Königin, Caroline Mathilde, und wird nach einer Verschwörung zum Tode verurteilt und hingerichtet. 		
128	 Crash at Crush	Richard			19	19	USA	Unknown code					https://www.zeitsprung.fm/podcast/zs128/	Wir springen ans Ende des 19. Jahrhunderts in den USA. Der Eisenbahnboom hat seinen Höhepunkt erreicht, als ein Mann namens William George Crush eine sowohl kuriose, als auch folgenschwere Idee hatte.	Crush,Eisenbahn,Neuzeit,USA	
129	 Die Entdeckung der Dinosaurier	Daniel			19	19	England	Unknown code					https://www.zeitsprung.fm/podcast/zs129/	Wir springen an den Anfang des 19. Jahrhunderts in den Süden Englands und beschäftigen uns mal wieder mit Wissenschaftsgeschichte. Es geht um die Geschichte der Paläontologie und wie die Dinosaurier von der Wissenschaft entdeckt wurden.	Dinosaurier,Gideon Mantell,Iguanodon,Mary Anning,Paläontologie,Richard Owen,William Buckland	
130	 Alexander von Abonuteichos oder Wie ein Kult entsteht	Richard			2	2	Greece	GR					https://www.zeitsprung.fm/podcast/zs130/	Wir springen in dieser Woche wieder etwas weiter zurück in der Geschichte. Ort des Geschehens ist eine eigentlich unbedeutende Kleinstadt an der Schwarzmeerküste, im 2. Jahrhundert nach der Zeitenwende. Protagonist der Geschichte ist ein gewisser Alexander, der bald dafür sorgen wird, dass die Stadt Sitz eines erfolgreichen Mysterienkults und über einige Zeit weit über die Grenzen Kleinasiens bekannt werden wird.	Griechenland,Kult,Religion	
131	 Strathclyde – ein (fast) vergessenes Königreich	Daniel	1018	1018	11	11	Great Britain	Unknown code					https://www.zeitsprung.fm/podcast/zs131/	Im Jahr 1018, in der Schlacht bei Carham, findet sich der letzte Hinweis auf ein heute fast vergessenes Königreich, das die Geschichte Großbritanniens während des Mittelalters geprägt hat: Strathclyde (auch bekannt als Alt Clut, Dumbarton oder Cumbria). Es war das langlebigste Königreich im sog. Alten Norden, das vom alten Britannien geprägt war – die letzte keltische Hochburg im Norden, vor der englisch-schottischen Dominanz der späteren Jahrhunderte. 		
132	 Gesche Gottfried, der Engel von Bremen	Richard			19	19							https://www.zeitsprung.fm/podcast/zs132/	Wir springen in dieser Woche ins frühe 19. Jahrhundert. Schauplatz ist Bremen, Protagonistin ist Gesche Gottfried. In ärmliche Verhältnisse geboren, kann sie die Heirat mit einem Sattlermeister in den bürgerlichen Stand erheben. Doch das Glück währt nicht lang, denn einige Jahre nach der Hochzeit stirbt ihr Mann und lässt sie mit drei Kinden zurück. Doch damit nicht genug – bald sorgen weitere Unglücksfälle dafür, dass Gesche Gottfried in der Bremer Bevölkerung als eine vom Unglück verfolgte Frau gelten wird. Wir sprechen darüber, warum Gesche Gottfried auch heute noch – auch weit über Bremen hinaus – bekannt ist.	Bremen,Gesche Gottfried	
133	 Alexios Komnenos und der Erste Kreuzzug	Daniel	1095	1095	11	11							https://www.zeitsprung.fm/podcast/zs133/	Wir springen diesmal in das Jahr 1095 und sprechen über eines der bekanntesten Ereignisse des Mittelalters: die Kreuzzüge. Dabei schauen wir uns den Ersten Kreuzzug etwas genauer an und konzentrieren uns auf zwei Protagonisten, die maßgeblich an der Entstehung des Kreuzzugs beteiligt waren: Alexios I. Komnenos und Papst Urban II.	Alexios Komenos,Byzanz,Jerusalem,Konstantinopel,Kreuzzug,Papst,Urban II.	
134	 Eine kleine Geschichte des Kaiserschnitts anhand der Personen Jacob Nufer, James Barry und Margret Ann Bulkley	Richard			16	19	Switzerland	CH					https://www.zeitsprung.fm/podcast/zs134/	Wir beleuchten in dieser Folge die Geschichte des Kaiserschnitts anhand dreier Personen. Zuerst Jacob Nufer, Schweinekastrator aus der Schweiz im 16. Jahrhundert, dann James Barry, Arzt in der britischen Armee im 19. Jahrhundert und schließlich Margret Ann Bulkley, deren Rolle medizingeschichtlich einzigartig ist.	Cäsar,Kaiserschnitt,Medizingeschichte,Mittelalter,Neuzeit	
135	 Adolf Loos	Daniel											https://www.zeitsprung.fm/podcast/zs135/	Wir sprechen in dieser Folge über den Architekten Adolf Loos. Er gilt als Wegbereiter der modernen Architektur und war ein scharfer Kritiker des Jugendstils, der Wien zur Jahrhundertwende prägte. Vor allem das Ornament war ihm ein Dorn im Auge, was ihn auch zu seinem berühmtesten Essay „Ornament und Verbrechen“ inspirierte.	Adolf Loos,Jugendstil,Ornament	
136	 Der Jüdische Friedhof Währing	Richard			19	19							https://www.zeitsprung.fm/podcast/zs136/	Wir springen in dieser Episode ins 19. Jahrhundert Wiens. Genauer lassen wir uns durch diese Zeit führen, und zwar wortwörtlich. Im Rahmen einer Führung durch den jüdischen Friedhof Währing, der aktiv für etwas über 100 Jahre verwendet wurde, erzählt uns die Historikerin Tina Walzer die Geschichte des Friedhofs, und damit auch die Geschichte der jüdischen Gemeinde Wiens des 19. Jahrhunderts.	19. Jahrhundert,Friedhof,Juden,Wien	
137	 Die Französisch-Britische Union	Richard	1940	1940	20	20	France, Great Britain	Unknown code, FR					https://www.zeitsprung.fm/podcast/zs137/	Wir springen diese Woche in der Geschichte nicht sehr weit zurück. Nur bis 1940, als sich ein kleines aber feines Stück jener Art von Geschichte zuträgt, das wir getrost als „was wäre wenn“-Geschichte bezeichnen können.	Frankreich,Großbritannien,WK2	
138	 Askari und die Kolonialgeschichte des Deutschen Reichs	Daniel			19	19							https://www.zeitsprung.fm/podcast/zs138/	Wir springen zurück an das Ende des 19. Jahrhunderts und beschäftigen uns diesmal mit der Kolonialgeschichte des Deutschen Reichs. Es geht um die Sonderrolle, die das Deutsche Reich unter den europäischen Kolonialmächten einnahm und welche Rolle Hamburg dabei spielte. 	Askari,Deutsch-Ostafrika,Hamburg,Kolonialismus,Lettow-Vorbeck	
139	 Als Voltaire die Lotterie knackte und steinreich wurde	Richard			18	18	France	FR					https://www.zeitsprung.fm/podcast/zs139/	Wir springen in dieser Episode ins Frankreich des 18. Jahrhunderts. Gerade mal 35 Jahre alt, findet dort der zukünftige Star der Aufklärung und Wegbereiter der französischen Revolution François-Marie Arouet – uns heute bekannt als Voltaire – eine Möglichkeit, all seine Geldsorgen der Vergangenheit angehören zu lassen.	Aufklärung,Frankreich,Lotterie,Voltaire	
140	 Eisbrecher für die Diplomatie – das Fußball-Länderspiel Sowjetunion gegen die BRD 1955	Daniel	1955	1955	20	20	Germany, Russia	Unknown code, DE					https://www.zeitsprung.fm/podcast/zs140/	Wir springen in das Jahr 1955 und sprechen über ein ganz besonderes Länderspiel: Die Sowjetunion empfing am 21. August 1955 die DFB-Auswahl der Bundesrepublik. Die westdeutsche Mannschaft reiste als Weltmeister nach Moskau und brisanter könnte die Gemengelage für ein Fußballspiel kaum sein: Es gab noch keine diplomatischen Beziehungen zwischen den beiden Ländern, zahlreiche Kriegsgefangene warteten in der Sowjetunion auf ihre Rückkehr nach Deutschland, ungefähr 1.500 deutsche Fans reisten mit nach Moskau und dann folgte nur drei Wochen nach dem Spiel ein Staatsbesuch Konrad Adenauers in Moskau.	Fußball,Herberger,Jaschin,Länderspiel,Moskau,Russland,Sowjetunion	
141	 Die kurze Geschichte des Kokovorismus	Richard			20	20							https://www.zeitsprung.fm/podcast/zs141/	Wir springen in dieser Episode an den Anfang des 20. Jahrhunderts. Schauplatz ist die sehr kleine Insel Kabakon im südpazifischen Bismarck-Archipel. Protagonist der Geschichte ist August Engelhardt, einst geborener Nürnberger, nun neugeborener Lebensreformer.	20.JH,Kabakon,Lebensreformer,Pauperismus	
142	 Bertha Pappenheim – Gründerin des Jüdischen Frauenbundes und Sozialpionierin	Daniel			20	20							https://www.zeitsprung.fm/podcast/zs142/	Wir beschäftigen uns in dieser Folge mit der faszinierenden Biographie Bertha Pappenheims. Sie war eine Protagonistin der konfessionellen Frauenbewegung Anfang des 20. Jahrhunderts, Gründerin des Jüdischen Frauenbundes, eine bedeutende Stimme im Kampf gegen den Mädchenhandel und eine Pionierin der Sozialarbeit. Aber dennoch ist sie vielen vor allem als berühmte Patientin in Erinnerung geblieben, als Anna O., „Urpatientin“ der Psychoanalyse.	Anna O.,Breuer,Freud,Jüdischer Frauenbund,Neu-Isenburg,Pappenheim	
143	 Über Marsmenschen, Massenpanik und die Entstehung eines Mythos	Richard					USA	Unknown code					https://www.zeitsprung.fm/podcast/zs143/	Wir springen in dieser Folge in die 30er Jahre des 20. JH und sprechen über ein Hörspiel, das auch heute noch gern als eines der ersten Beispiele für den Einfluss der Massenmedien auf den Menschen herangezogen wird: War of the Worlds, ursprünglich ein Roman von H.G. Wells, fürs amerikanische Radio von Orson Welles adaptiert.	Orson Welles,Radio,USA,war of the worlds	
144	 Die Spanische Grippe	Daniel	1918	1918	20	20							https://www.zeitsprung.fm/podcast/zs144/	Wir springen in dieser Folge 100 Jahre zurück, in das Jahr 1918, und beschäftigen uns mit der wahrscheinlich größten demographischen Katastrophe des 20. Jahrhunderts. Jeder dritte Mensch hat sich damals mit der Spanischen Grippe angesteckt und es gibt Untersuchungen, die von 50 Millionen Grippetoten ausgehen. Und dennoch gibt es in Bezug auf die Spanische Grippe kaum Erinnerungskultur. Wir sprechen darüber, wie die Grippe zu ihrem Namen kam, warum die Grippewelle so tödlich verlief und warum der Erste Weltkrieg entscheidend zur Verbreitung – und vielleicht sogar zur Entstehung – beigetragen hat.	1918,Erster Weltkrieg,H1N1,Pandemie,Spanische Grippe	
145	 Barbara von Cilli oder Wie eine 100 mal wiederholte Lüge zur Wahrheit wird	Richard					Hungary, Luxembourg	HU, LU					https://www.zeitsprung.fm/podcast/zs145/	Wir springen in dieser Folge wieder tief ins Mittelalter. Wir sprechen über Barbara von Cilli, die Ehefrau des römisch-deutschen Kaisers Sigismund von Luxemburg. In der Geschichte lange Zeit als “Schwarze Königin” bezeichnet, ging Barbara schon früh nach ihrem Tod als eine der niederträchtigsten Königinnen des Mittelalters in die Geschichte ein.	Böhmen,Mittelalter,Ungarn	
146	 Tripel-Allianz-Krieg	Daniel	1864	1870	19	19	Uruguay, Brazil, Paraguay, Argentina	AR, PY, UY, BR					https://www.zeitsprung.fm/podcast/zs146/	Wir springen in dieser Folge nach Südamerika in die La Plata-Region und beschäftigen uns mit dem bislang größten militärischen Konflikt des Subkontinents: den Tripel-Allianz-Krieg. Von 1864 bis 1870 kämpfte Paraguay gegen die Tripel-Allianz bestehend aus Argentinien, Brasilien und Uruguay. Der Krieg hatte für Paraguay, das ungefähr die Hälfte seiner Einwohner verlor, verheerende Folgen und prägt das Land bis heute. Wir sprechen darüber, wie es dazu kam, wie der Krieg verlief, welche Folgen er hatte und wie er bis heute erinnert wird.	Argentinien,Brasilien,Guerra Grande,Paraguay,Tripel-Allianz,Tripel-Allianz-Krieg,Uruguay	
147	 Das Fräulein vom Amt	Richard			19	19	Germany	DE					https://www.zeitsprung.fm/podcast/zs147/	Wir springen in dieser Folge ans Ende des 19. Jahrhunderts, wo unsere Geschichte aus der Geschichte beginnt. Nicht nur, aber auch in Deutschland hat der Siegeszug des Telefons begonnen. Damals, allerdings, noch ohne die Möglichkeit selbst die Nummer zu wählen. Stattdessen gab es Verbindungszentralen, in denen vornehmlich junge Frauen saßen, um die Anrufe durchzustellen.	Frauen,Telefon,Zeitgeschichte	
148	 Das Ende der Welt – Friedenskaiser und falsche Friedriche	Daniel											https://www.zeitsprung.fm/podcast/zs148/	Wir springen in dieser Folge in das Mittelalter und beschäftigen uns mit dem Ende der Welt – zumindest wie es in der christlichen Weissagungsliteratur vorhergesagt wurde. Eine zentrale Rolle spielt dabei – neben dem Antichristen – der letzte (römische) Kaiser: der sog. End- oder Friedenskaiser. 	Barbarossa,Friedenskaiser,Friedrich II.,Mittelalter,Papst	
149	 Die Kabeljaukriege	Richard	1958	1970	20	20	Great Britain, Iceland	Unknown code, IS					https://www.zeitsprung.fm/podcast/zs149/	Wir springen in dieser Folge nicht weit zurück. Die Geschichte beginnt in den späten 50er Jahren des 20. Jahrhunderts. Wir befinden uns in Island, und wie der Name schon sagt, dreht sich die Geschichte unter anderem auch um Kabeljau. Denn der ist ein begehrtes Gut, nicht nur bei den isländischen, sondern besonders auch bei den britischen Fischern. So sehr, dass sich im Jahr 1958 ein Konflikt entfaltet, der bis in die späten 1970er Jahre reichen sollte.	Fischen,Großbritannien,Island,Krieg	
150	 Die Geschichte des Filmstudios Bendestorf	Daniel	1947	1951	20	20							https://www.zeitsprung.fm/podcast/zs150/	Wir beschäftigen uns diesmal mit Filmgeschichte und sprechen über ein Filmstudio, das den deutschen Nachkriegsfilm wesentlich geprägt hat: das Filmstudio Bendestorf. In Bendestorf, ein kleiner Ort in Niedersachsen, 30 Kilometer südlich von Hamburg, hat Rolf Meyer 1947 die Junge Film-Union gegründet und ein Filmstudio aufgebaut. Der bekannteste Film, der in Bendestorf gedreht wurde, ist „Die Sünderin“ (1951) – mit Hildegard Knef in der Hauptrolle. Der Film führte zu heftigen Protesten und Auseinandersetzungen in der deutschen Nachkriegsgesellschaft – mit Stinkbomben und Boykotten.	Bendestorf,Die Sünderin,Filmgeschichte,Hildegard Knef,Junge Film-Union,Rolf Meyer	
151	 Manjirō, der erste Japaner in Amerika	Richard	1841	1841	19	19	Japan, USA	Unknown code, JP					https://www.zeitsprung.fm/podcast/zs151/	Wir springen in dieser Episode ins Jahr 1841. Von einem kleinen japanischen Fischerdorf aus macht sich der 14-jährige Manjirō auf, um Arbeit als Fischer zu finden. Der darauf folgende Fischzug wird sein Leben  – und schlussendlich auch das Schicksal ganz Japans – nachhaltig verändern. Es geht um die USA, den Goldrausch und nicht zuletzt die Öffnung Japans für den Westen im 19. Jahrhundert.	Japan,Meji	
152	 Ernest Shackleton und die Endurance-Expedition	Daniel	1914	1914	20	20	Iceland, Antarctic	Unknown code, IS					https://www.zeitsprung.fm/podcast/zs152/	Wir springen in das Jahr 1914 und beschäftigen uns mal wieder mit einer Expedition: der Imperial Trans-Antarctic Expedition. Unter der Leitung von Ernest Shackleton war das Ziel, die Antarktis zu durchqueren. Die Mission scheiterte, weil das Schiff mit dem sie unterwegs waren, die Endurance, von Eisschollen zerquetsch wurde und unterging. Es folgte ein Kampf gegen das Eis, der sie zunächst auf die Insel Elephant Island führte. Von dort gelang es Shackleton, mit einer kleinen Gruppe nach Südgeorgien zu segeln und Rettung zu holen.	Antarktis,Endurance,Expedition,Ross Sea Party,Shackleton	
